genome,D300422,D300428,D300437,D300443,D300453,D300458,D300464,D300465,D300474,D300478,D300480,D300484,D300495,D300497,D300499,D300503,D300509,D300512,D300514,D300515,D300517,D300521,D300523,D300526,D300529,classification
GPB:bin_000056,0.0,0.0,0.0,0.0,0.0,3.3507162308670746,7.023160123270246,0.0,0.0,21.64880357859332,0.0,32.81654160370835,20.019250305187764,19.178329961328654,9.358220008365986,3.5054976481334457,0.0,0.8104015673419213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia sp905200945
GPB:bin_000140,16.9888494322998,2.4448518192853057,11.79466951778824,1.7547508018779427,17.838798610907048,6.84310618544195,13.08426706811423,10.777714235339593,3.241417815139727,4.01579418880543,2.112836300865659,1.6487379040187704,4.570647763670352,6.118157289385072,9.187031013481796,6.419129940769909,3.4431964508659982,1.3774895512874126,2.87975334483125,12.951242355128892,2.82403441237435,1.897608267649792,51.0084787714258,3.391282530023802,1.1516752976385571,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor;Flavonifractor plautii
GPB:bin_000197,0.0,45.40288110034123,0.0,18.990549965823945,0.0,22.40520391551323,5.093195700731973,0.0,44.63307061420765,28.015160338334496,69.16950141992648,32.662645850554874,34.87663251791864,4.334986039256806,4.332962219378702,3.656102889075156,89.06726478575096,36.997921006937126,31.81726737575854,0.0,36.95224050111708,21.64851211894664,0.0,39.57532790098317,7.220158113337286,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor;Flavonifractor avistercoris
GPB:bin_000019,0.0,0.0,0.0,0.0,0.0,1.1645297266338308,1.7414189184480768,0.0,0.0,1.1123160284273474,0.7869883530435758,1.6819381087657626,2.1268247003477927,2.5810191675872227,3.0530827650994152,1.2380470119064488,0.0,3.390704800308736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;HGM12998;HGM12998 sp900756495
GPB:bin_000027,0.0,0.0,0.0,0.0,0.0,49.0915114986582,0.0,0.0,0.0,28.425202844700987,0.0,17.185153822960714,20.19429814758424,0.0,0.0,0.0,0.0,12.527882239819514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Galloscillospira_A;Galloscillospira_A stercoripullorum
GPB:bin_000126,0.0,0.0,0.0,0.0,0.0,3.3897746997876634,4.5903617933452825,0.0,4.665496830982734,0.0,4.678347151555982,2.726147430183567,4.138065476025702,4.340960673648189,5.39241411483874,4.601463770983393,0.0,4.279419002331415,2.923666473280512,3.688216838815311,0.0,0.0,0.0,3.875901452902118,2.2871385191710174,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;Intestinimonas stercoravium
GPB:bin_000181,8.668692312526106,0.0,8.632060651089894,0.0,21.29715263685123,9.07807238357157,5.078752527436782,25.020090119062143,0.0,8.668063918737595,0.0,7.322968532256932,17.12635520513361,6.474821739467935,0.0,5.448691647167977,0.0,12.912974853159158,0.0,3.4451504633480083,0.0,0.0,20.796877252514506,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;Intestinimonas pullistercoris
D300430:bin_000010,0.0,17.597362439047473,0.0,2.788521964902273,0.0,0.0,12.526381940524594,0.0,12.39508034704539,0.0,4.819473220872572,0.0,0.0,0.0,12.926734343938534,5.729737636724594,10.291955698998969,0.0,13.061234758119172,5.296297431680188,3.286938215444573,3.2262106036907725,0.0,5.782518178298267,2.60778859527121,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;Intestinimonas timonensis
GPB:bin_000028,0.0,3.362970842251495,0.0,2.101635531165576,0.0,1.1051037931579315,1.0634017632274435,0.0,3.0075538521710525,0.0,3.626911019264957,0.7794739673135518,0.0,6.813317366262108,2.0559187095337057,0.0,1.8670076505525304,0.999337775218288,1.3796205719653571,0.8660725926143373,5.8101806483586405,3.729525641568031,0.0,1.9448859755987005,9.927975500273265,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;unclassified_Intestinimonas
GPB:bin_000213,0.0,1.634735355923299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.550537387269066,0.0,0.0,0.0,0.0,0.0,5.743394842833378,0.0,0.0,0.0,1.9855830268803083,0.0,0.0,0.0,2.544996607127222,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;unclassified_Oscillospiraceae;unclassified_Oscillospiraceae
GPB:bin_000088,7.540579550559268,0.0,10.034992510989513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.329798628829124,0.0,0.0,0.0,7.66061018230141,0.0,0.0,0.0,0.0,2.539178098304368,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Enterenecus;Enterenecus faecium
GPB:bin_000080,1.1977278050119928,0.0,0.9781603579302716,1.1482115600494254,1.65049102347706,1.7112632548072653,2.3129790103615644,1.2669294072991286,2.1312680196732434,1.686984647440298,0.0,2.2996030624358963,4.403412532405127,0.9932019899372492,1.5571117643733394,1.1893489093302536,0.0,1.4208789966322897,1.6635136444763896,1.3014040202547184,0.0,1.4102791888421375,1.8496664593815368,2.266592232460851,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter asaccharolyticus
GPB:bin_000141,0.0,0.0,0.0,0.0,0.0,3.060313927396287,0.0,0.0,0.0,4.789135604969029,0.0,2.549010154149907,6.158092376127986,0.0,0.0,0.0,0.0,4.627737814743475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;unclassified_Lawsonibacter
GPB:bin_000034,21.467628204380425,37.5773511362461,19.240786494921288,11.065771699341374,22.61390652304261,16.581664990741583,29.68246080240649,45.94422241353432,23.10354106249762,28.24831999203644,26.65199162892919,5.460405006155428,10.7687713330487,27.06121287203787,24.391398110365305,36.51755210727165,32.01401866615028,17.07919309845496,17.1481354458544,19.063939458275687,10.377748069964234,17.0538403570537,38.38475040381629,10.401973158757157,11.706045073441294,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter sp900545895
GPB:bin_000015,7.714088064944094,16.646700400085308,13.80835443235245,31.40059295627056,12.878400674629892,11.342215075219098,17.47427353044478,19.82244789410481,52.68554703000943,12.820089171434088,17.64903488040875,20.92560456518031,22.67451676199585,20.16491433937728,15.131726854546782,17.55444643610078,32.748294305559206,10.645290880750451,24.087542579229908,8.173567125760929,13.124460499548196,10.33165551278192,14.28926199657086,48.45443492098582,10.353993104206596,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter pullicola
GPB:bin_000137,0.0,2.191295017023187,0.0,0.0,0.0,2.7060551853916164,2.7660855257261274,0.0,0.0,2.995826640714661,2.637207888820474,2.136392268258916,3.458372919312969,0.0,2.382704258443955,1.9314762002628827,3.408972951746028,3.23919964548749,0.0,0.0,1.5517217660425873,0.0,0.0,0.0,1.2260571697278666,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter sp019424865
GPB:bin_000217,0.0,0.0,0.0,0.0,0.0,2.142180087318215,4.704345660996998,0.0,0.0,3.740807831377039,0.0,2.487115402343772,3.580365929664792,5.018551772011368,3.325195347125756,3.4105870775029925,0.0,3.266514386389012,0.0,2.0939588748698936,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;unclassified_Lawsonibacter
GPB:bin_000186,2.0534576841588947,0.0,1.5177681343061582,2.4660113042076266,0.0,0.7907608880774445,1.680700415789557,0.0,4.669230437339764,1.947296232460652,0.0,2.863747737682433,0.6594499587843775,1.138141595532817,1.7142519761925847,2.2182066321954186,0.0,1.1930957587648483,1.897905610547566,0.0,0.0,1.7423535369362373,0.0,2.978935751316516,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Evtepia;Evtepia gabavorous
GPB:bin_000059,0.0,9.830969789640482,0.0,16.788646871857658,0.0,4.560565328331752,23.35122270219708,0.0,31.12475588786676,7.903502469998422,37.34179160919852,16.33946263841975,10.123680496130769,21.46897376945548,13.548368899659057,13.01407560335207,53.371664994730494,15.891218589263932,15.577913369927892,26.22456018030049,19.08842716720685,20.434815829837987,0.0,36.81407960286616,19.33654627631807,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter avistercoris
GPB:bin_000022,68.3467851796767,92.82495183939842,38.88916490638733,8.403544171525464,45.30538308913798,31.1077819839283,28.17659635165413,28.152836587312528,24.66451853822557,32.93648249710716,21.628397285697343,9.799360209246194,36.35961144571555,24.3490706045638,8.29824794776538,13.486450924266853,31.89706292451046,29.95244841767181,13.159944483086894,16.45962683146514,4.577260503178119,16.3165473736846,90.01240476060735,10.62999035185286,12.758552713821851,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter pullicola
GPB:bin_000085,12.208603118289492,2.0726822006957595,43.863404547849285,48.67380900720921,0.0,21.43555565492677,144.33664942751165,0.0,86.40730991398898,83.30190019092919,2.082129463398628,61.38982460526975,69.78924416544929,126.75945033306326,100.41618341293704,61.45836449617906,248.6023089739864,81.23743710878492,47.24306830717334,47.3453821622454,2.5666323311152213,69.16331577507076,0.0,48.650804922527726,44.390797988236905,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Pelethomonas;Pelethomonas intestinigallinarum
GPB:bin_000097,0.0,4.3454788522007215,0.0,0.0,1.3347566008007583,1.6103327853980942,2.0844957063249003,1.6223032378198088,0.0,1.7758728881188994,1.75259700841001,1.0285892600145965,2.722510589246373,1.2875398162484395,1.8607403264420808,1.1524885581573006,3.2729467775269248,2.069148972450907,0.0,1.8003253507581285,2.831728178649624,1.4479131852316671,1.5963161017931804,0.0,0.9989700636377896,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter faecalis
TG5_35:bin_000024,0.0,0.0,0.0,0.0,0.0,0.0,9.64253141745752,0.0,0.0,0.0,0.0,0.0,0.0,46.702970877271376,16.212726680023586,26.001567667947416,0.0,0.0,0.0,19.28033785441932,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Scatomorpha;Scatomorpha sp900759385
GPB:bin_000123,7.227819323464856,22.84026439360907,5.535898450073629,0.0,68.23523924577675,6.1613646691904,9.476395466117856,60.950530066779606,0.0,12.103040600148086,94.3793497802499,15.790110800204609,16.615427951943722,9.79955377978471,14.225363608719306,23.09323093568469,46.90872369419524,14.304576748987168,0.0,5.506256810136091,17.56050837560438,0.0,65.47773823854402,0.0,25.299047631906067,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia gallistercoris
GPB:bin_000045,0.0,0.0,0.0,0.0,0.0,8.650604867597522,0.0,0.0,0.0,2.498911480438202,0.0,5.823530042147636,3.623251968563317,0.0,0.0,0.0,0.0,7.762682493231731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter pullistercoris
GPB:bin_000060,2.919232576258679,0.0,2.831822854112333,4.638892787773397,4.253071317088012,2.8022380250781853,5.062998035802687,7.870110833846725,4.57846241255876,2.5613990262220763,0.0,5.137926658200251,9.631794950239495,6.570101336444223,10.948403890068828,12.752490126483549,0.0,3.309172389622113,1.9332256961049723,4.042153338505075,0.0,4.286690440990453,3.714072713122132,5.400996302736849,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter sp900755895
GPB:bin_000004,5.875082432809674,13.937968202020214,16.43065233878881,5.689754492607578,17.513770441702924,3.051982386532152,11.477214622203311,18.0029054939542,9.344262754250172,2.519666391034796,23.298989830459945,3.68821273842494,6.115308523560301,30.525705810023144,7.74955550859682,108.77190907696104,50.4436511253654,7.248096381732609,4.392505593293712,11.033314525633608,9.783307912335994,3.2953361780368184,20.99387437473216,11.570112002808395,21.312246302232992,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter stercoravium
GPB:bin_000184,10.572796628918802,19.44434595193338,6.608289097172061,25.778969130167862,20.594613127114435,33.072038399381114,57.7052237985908,21.00168348935036,29.969890595169897,16.052796218669005,37.412627781823296,4.220767137819024,9.312113650915515,30.46641006518577,16.7679495275534,106.22154075172416,44.7794101487009,17.53703603311888,13.895204619412729,28.292423125781124,13.392575357759805,41.66293290511069,39.41391420797614,29.933847220044807,17.13664688188176,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter ornithocaccae
GPB:bin_000166,16.84614704866915,9.433260767110376,7.595786044268593,28.48674079473029,23.801372912750647,0.0,9.857577941329591,26.081660291433987,17.495800840653892,0.0,10.29114285635998,2.822307742893625,0.0,16.070518476301125,23.5258416129156,37.648066605654414,11.463294004175868,0.0,13.156812228390429,8.044609731637411,5.663265096423111,23.09941800884495,34.29170183091568,19.708682464091364,4.192155038717209,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA1417;UBA1417 sp900552925
TG2_14:bin_000017,0.0,0.0,0.0,20.33331068974431,0.0,0.0,0.0,0.0,17.023273786575647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.267208760069413,0.0,0.0,9.40183871824347,0.0,19.12266532099052,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Heritagella;Heritagella sp905215105
GPB:bin_000210,6.331584955786866,8.08596585643558,5.744030197666398,0.0,12.49076278325373,6.399245058340052,9.062236751873298,13.400088958413448,0.0,7.147873783473616,10.00608953473545,4.07790487875651,8.280323925094205,9.641884653268017,7.109920871190025,9.113518365494578,11.837844676200412,6.54868465045669,0.0,4.839448136542129,3.771570658181816,0.0,12.9128383256139,0.0,3.063605767637813,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Gallacutalibacter;Gallacutalibacter pullicola
GPB:bin_000021,9.485340440846183,12.16639980010905,6.542159632135358,17.197888589045487,49.90426077231108,12.920887694119132,27.436633971982,13.657436254154062,41.56148169167763,19.376081578611167,19.46540156955832,15.45570145934834,18.11736185378768,23.37556427288254,12.08112910764448,26.047253743796176,22.07362064100081,15.40894618733436,22.157196278286627,17.75198329303392,6.516686719587963,16.947491271250577,32.580373081644844,11.96355819705142,8.159242272667203,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Anaeromassilibacillus;Anaeromassilibacillus stercoravium
GPB:bin_000032,0.0,0.0,0.0,0.0,0.0,6.663185187890297,0.0,0.0,0.0,13.146623817697112,0.0,14.261914326406895,46.25891976773911,0.0,0.0,0.0,0.0,23.12869298469853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Caccousia;Caccousia avistercoris
GPB:bin_000156,0.0,0.0,0.0,0.0,1.2631373114458797,1.2884984208561547,3.840311917943775,0.0,0.0,3.062946510576017,0.0,3.592863336408006,5.017944367522769,7.619532004574481,1.4290511113261846,7.187385810814814,0.0,7.202732837303743,2.239065984313245,2.0284147133937864,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Scatavimonas;Scatavimonas merdipullorum
GPB:bin_000086,3.7846332605331066,2.4471173723063018,1.7232136407439456,8.039896163617613,2.471554886811273,2.663227995862529,2.9372970264616782,3.600337514351276,5.576041399301302,3.2385239741239,3.498529906753207,3.0271625279148653,3.0200618161530435,3.687298179174627,2.3405144788431067,4.687299716125224,2.6829624415382414,5.712061527206331,2.7696925637719225,0.0,1.128736519022069,2.7488054051478623,2.546850096597345,0.0,2.586964507199845,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;unclassified_Acutalibacteraceae;unclassified_Acutalibacteraceae
GPB:bin_000082,0.0,5.577887747739869,0.0,0.0,0.0,3.607207959377767,0.0,0.0,0.0,3.40536418990566,2.0752655038971546,3.1873790679624383,3.1723138056560662,0.0,0.0,0.0,1.417569443685298,5.850087317030511,0.0,0.0,0.0,0.0,0.0,0.0,1.1785236999464346,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAJFUH01;CAJFUH01 sp904420155
GPB:bin_000127,18.756679253348533,0.0,18.24694946511169,37.14851713725146,10.22737548501655,0.0,0.0,18.66722863735011,70.70837420808031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.17335916434662,0.0,0.0,40.64233180612491,31.19350036718767,47.80531723370673,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Onthovicinus;Onthovicinus excrementipullorum
D300493:bin_000002,0.0,0.0,0.0,0.0,0.0,0.0,77.99223358935899,0.0,0.0,0.0,0.0,0.0,0.0,76.02699402715552,120.23600198687002,107.31175507667312,0.0,0.0,0.0,34.15356156238454,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Fimenecus;Fimenecus stercoravium
GPB:bin_000133,0.0,46.11768726890399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.350021396665326,0.0,0.0,0.0,0.0,0.0,44.77156054615189,0.0,0.0,0.0,19.88020672223923,0.0,0.0,0.0,13.41168225871854,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Onthovicinus;unclassified_Onthovicinus
GPB:bin_000016,0.0,0.0,0.0,0.0,0.0,89.55581407375877,0.0,0.0,0.0,22.096770802017048,3.233573975009107,30.57880735462187,3.168573443638643,0.0,0.0,0.0,3.6902826265727287,0.0,0.0,0.0,1.734597786657316,0.0,0.0,0.0,4.213995104572002,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Fournierella;Fournierella sp002161595
GPB:bin_000132,0.0,0.0,0.0,0.0,0.0,14.24378242598,0.0,0.0,0.0,32.29826337182497,0.0,26.059756543489897,35.962895934795625,0.0,0.0,0.0,0.0,55.1715297908309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Eubacterium_R;Eubacterium_R faecavium
D300526:bin_000001,0.0,0.0,0.0,28.451215154189363,0.0,0.0,0.0,0.0,16.007674159145907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.045620297847616,0.0,0.0,23.768731593061027,0.0,35.59369990966559,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Eubacterium_R;unclassified_Eubacterium_R
GPB:bin_000215,3.8785527716829753,6.730871093324635,3.913253317184912,2.9325102106077976,6.415572846016298,1.7358772352103244,13.0038723690039,13.601800831433446,2.480368385031438,8.230200733478624,1.836505121687188,2.966360795996269,5.231208860082769,2.4874267494519606,5.349316361066998,3.958190338835984,6.796946253449729,7.504926073179348,0.0,5.108334191505621,1.5319237627660314,2.5582690771699728,9.571253018590228,2.090310602525638,1.6832905725380596,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruthenibacterium;Ruthenibacterium lactatiformans
D300418:bin_000001,0.0,0.0,0.0,0.0,0.0,23.79994036970781,0.0,0.0,0.0,27.945669433780225,0.0,26.104081660000134,83.37696729713976,0.0,0.0,0.0,0.0,17.836743650043886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faeciplasma;Faeciplasma gallinarum
GPB:bin_000065,0.0,0.0,0.0,3.459723520080876,0.0,13.159599479895846,5.143544090798746,0.0,7.43876970759106,16.14863539169097,6.471755085481313,8.585110522132693,7.117379260348044,4.282279546006272,6.911066845355476,3.928465726000885,0.0,8.482103960972236,2.3999281697588035,3.551855780837953,1.048272582463445,3.21255765540772,0.0,6.837839905024459,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecivivens;Faecivivens stercoravium
TG3_35:bin_000005,0.0,0.0,0.0,0.0,0.0,25.28617219995027,0.0,0.0,0.0,44.95090270856609,0.0,24.9499304514322,49.74741640451859,0.0,0.0,0.0,0.0,42.631256406903496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Merdivicinus;Merdivicinus excrementipullorum
D300481:bin_000002,25.39288060022192,27.06326284245937,32.2627584098647,4.669526157358297,69.41475787303237,0.0,5.614066362506871,38.31437361767372,7.630847795157799,0.0,41.05603119592279,0.0,0.0,12.07938814671519,9.821184677775207,6.635979559702601,52.6221751062989,0.0,2.612583973250567,8.65840383211518,10.860992285746628,8.024219813857458,32.66726359890492,11.981273905814396,7.984160735189155,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Merdivicinus;Merdivicinus intestinigallinarum
D300475:bin_000015,1.8879549321818343,0.0,3.678664712808735,0.0,0.0,1.9683209409336448,0.0,0.0,0.0,1.7990733198536737,0.0,1.5780477877424983,7.387742295533009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Egerieicola;Egerieicola faecale
D300521:bin_000006,0.0,0.0,0.0,76.76203355186081,0.0,0.0,0.0,0.0,99.48496800704092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.806317482900976,7.7892596846531585,0.0,0.0,214.5638430667221,0.0,312.3412096540696,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium faecigallinarum
