genome,D300418,D300419,D300427,D300439,D300446,D300449,D300458,D300467,D300473,D300475,D300478,D300484,D300486,D300490,D300492,D300495,D300496,D300504,D300506,D300512,D300519,D300527,D300528,classification
GPB:bin_000056,3.2969882449355903,0.0,8.306015827080184,0.0,0.0,0.0,3.3507162308670746,10.495471269666467,0.0,0.0,21.64880357859332,32.81654160370835,0.0,5.865474086784302,0.0,20.019250305187764,5.190592960620107,0.0,0.0,0.8104015673419213,0.0,0.0,0.0,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia sp905200945
GPB:bin_000028,0.0,0.0,0.705092396329876,0.0,0.0,0.0,1.1051037931579315,1.142532012567593,0.0,0.0,0.0,0.7794739673135518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999337775218288,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;unclassified_Intestinimonas
GPB:bin_000080,5.579486444360095,0.0,2.161704610613537,4.548882275506166,0.0,0.0,1.7112632548072653,2.23625659207094,0.0,5.009014884149148,1.686984647440298,2.2996030624358963,0.0,2.086849777504987,0.0,4.403412532405127,2.0512647084951907,3.1882707574521696,0.0,1.4208789966322897,4.216048310895391,2.082407953288161,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter asaccharolyticus
GPB:bin_000141,13.513192016737316,0.0,5.234995024490257,21.578615820303085,0.0,0.0,3.060313927396287,6.287281743475522,4.909946830414552,18.94195133248024,4.789135604969029,2.549010154149907,5.042653436579442,8.514839981441625,0.0,6.158092376127986,6.596522122641771,12.92403475506186,6.011356334230954,4.627737814743475,13.00335046637006,7.266417798967276,2.2096558875811434,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;unclassified_Lawsonibacter
GPB:bin_000034,8.708666671332816,39.11675248491862,6.261077242648288,32.07215110233875,55.821992647705,69.37769907540263,16.581664990741583,18.209645396027707,40.55295417764184,35.44923735687561,28.24831999203644,5.460405006155428,17.06422253796495,14.26916056762144,99.20049430068818,10.7687713330487,15.000851572142158,15.2261099018009,40.75632049286974,17.07919309845496,24.21206246106682,17.22979304852717,19.29748020191981,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter sp900545895
GPB:bin_000015,48.77460706473948,14.102985531647665,14.458741978019694,19.745002252518105,20.457727262626296,25.145158269338825,11.342215075219098,10.21429657799066,15.80345632380388,58.08643897522981,12.820089171434088,20.92560456518031,8.83884639904462,42.09679276631445,36.03676871444275,22.67451676199585,12.012429397771031,24.61234610799216,22.888758506105752,10.645290880750451,40.56597511523052,23.05512161433254,7.993351247658377,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter pullicola
GPB:bin_000137,5.323378023976285,0.0,1.9950708420547552,4.712944500699728,0.0,0.0,2.7060551853916164,3.693741878707864,2.5526026279115235,5.297927660938632,2.995826640714661,2.136392268258916,1.4596127125918223,2.9975149940365693,0.0,3.458372919312969,3.238011545001702,3.0307192760340955,3.8782101120274537,3.23919964548749,4.00921382348662,2.242133211493976,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter sp019424865
GPB:bin_000217,4.357519318032291,0.0,1.9370626505435524,0.0,0.0,0.0,2.142180087318215,2.5994542808538936,0.0,0.0,3.740807831377039,2.487115402343772,0.0,2.891736286698746,0.0,3.580365929664792,3.4117098753418627,0.0,0.0,3.266514386389012,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;unclassified_Lawsonibacter
GPB:bin_000211,1.1931132673956129,0.0,0.6026489043132279,0.0,0.0,0.0,0.0,1.1721080153350798,0.0,0.0,0.6817362946336689,0.6016771310862282,0.0,0.7400426882536537,0.0,0.7332402756646555,0.911224279778994,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;CAJFPI01;unclassified_CAJFPI01
GPB:bin_000186,0.0,0.0,0.0,0.0,0.0,0.0,0.7907608880774445,0.0,0.0,0.0,1.947296232460652,2.863747737682433,0.0,0.0,0.0,0.6594499587843775,0.0,0.0,0.0,1.1930957587648483,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Evtepia;Evtepia gabavorous
GPB:bin_000059,14.28301098941114,0.0,12.7285282056777,69.16917855054625,0.0,4.531150991506405,4.560565328331752,71.06127703290974,31.26385839093579,55.81578596272036,7.903502469998422,16.33946263841975,6.842616434361557,18.011871393535174,0.0,10.123680496130769,14.2529698630644,40.10445596609606,18.10871037459032,15.891218589263932,39.57517698596022,16.269396524064092,3.901496146587564,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter avistercoris
GPB:bin_000022,52.05988742759883,114.8826275654936,13.629610516159843,55.187401635376965,19.4352868961494,8.310628668138998,31.1077819839283,33.47770829259849,46.131165117941386,64.69555447997769,32.93648249710716,9.799360209246194,21.94620917567641,44.884077992928965,5.374314452667985,36.35961144571555,46.198237370062536,25.32999227507156,47.72707603445126,29.95244841767181,51.49009382101886,20.55900755504412,19.423867785125186,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter pullicola
GPB:bin_000085,129.52768725025769,0.0,54.701257084266125,76.599964793201,0.0,0.0,21.43555565492677,33.76064352234262,0.0,44.419564903167135,83.30190019092919,61.38982460526975,8.679956026141207,45.97760746812415,0.0,69.78924416544929,93.18864955473477,34.20419250624228,2.7999797198760645,81.23743710878492,26.923565031649908,17.918481459589493,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Pelethomonas;Pelethomonas intestinigallinarum
GPB:bin_000097,1.8841185177101307,0.0,0.6652809134376001,0.0,0.0,0.0,1.6103327853980942,1.1949990109882611,0.0,0.0,1.7758728881188994,1.0285892600145965,0.0,2.690896317465948,0.0,2.722510589246373,0.9952868475080314,0.0,0.0,2.069148972450907,1.1766340861190496,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter faecalis
GPB:bin_000123,13.186525389169264,0.0,2.999697139765856,18.902667103210906,0.0,0.0,6.1613646691904,7.164761797510778,30.6429198058626,20.421893204792127,12.103040600148086,15.790110800204609,20.186693235722533,25.357962692651483,0.0,16.615427951943722,7.433699844335363,6.131953166208899,18.3796118295305,14.304576748987168,26.96491700187393,27.15818601755362,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Oscillospiraceae;Faecousia;Faecousia gallistercoris
GPB:bin_000045,13.010616885964826,0.0,11.156005790090562,0.0,0.0,0.0,8.650604867597522,22.39649339922532,0.0,0.0,2.498911480438202,5.823530042147636,0.0,6.0725698230227945,0.0,3.623251968563317,13.794291434293706,0.0,0.0,7.762682493231731,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter pullistercoris
GPB:bin_000060,8.934324200978486,0.0,8.364185883497969,7.206511351917425,0.0,0.0,2.8022380250781853,7.920707615319898,0.0,8.334390934939432,2.5613990262220763,5.137926658200251,0.0,5.255761687478305,0.0,9.631794950239495,8.363597548829677,4.825268805907553,0.0,3.309172389622113,5.237817480095377,6.332204010929577,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter sp900755895
GPB:bin_000004,6.164884914616882,0.0,4.965808473299239,0.0,0.0,0.0,3.051982386532152,9.766222263440788,0.0,0.0,2.519666391034796,3.68821273842494,0.0,6.994379163848883,0.0,6.115308523560301,6.588058158428469,0.0,0.0,7.248096381732609,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter stercoravium
GPB:bin_000184,21.895339415774984,31.652412928143285,6.759363585348808,29.969099399130567,47.31809450690172,31.851794330054755,33.072038399381114,35.60184377980721,58.76098700240729,27.41256917470928,16.052796218669005,4.220767137819024,8.582499036645563,16.201497118727758,96.01779311981784,9.312113650915515,14.54785344118996,27.824342757845663,21.242426861984644,17.53703603311888,20.92814621302807,10.800880864923789,9.966740462791076,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter ornithocaccae
GPB:bin_000210,0.0,0.0,0.0,0.0,0.0,0.0,6.399245058340052,0.0,0.0,0.0,7.147873783473616,4.07790487875651,0.0,0.0,0.0,8.280323925094205,0.0,0.0,0.0,6.54868465045669,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Gallacutalibacter;Gallacutalibacter pullicola
GPB:bin_000021,24.98497208024392,0.0,14.220335828098804,52.03838232722915,0.0,0.0,12.920887694119132,33.32374894726087,58.61547892999328,92.32273411144736,19.376081578611167,15.45570145934834,28.048313467182005,14.511414470183825,0.0,18.11736185378768,14.385085774500531,38.20296527930586,62.9091949523768,15.40894618733436,37.18936936727671,33.05644816254449,25.85100402198926,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Anaeromassilibacillus;Anaeromassilibacillus stercoravium
GPB:bin_000032,13.423730051491802,0.0,10.487090530621188,31.9026403242888,0.0,0.0,6.663185187890297,35.62794434503159,16.651060877186577,115.20092758280686,13.146623817697112,14.261914326406895,28.417923529196948,7.944308512580799,0.0,46.25891976773911,12.423437899426652,19.040097870941825,15.144432677208489,23.12869298469853,17.694920205967207,4.147171602819268,10.797538618851112,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Caccousia;Caccousia avistercoris
GPB:bin_000156,1.5424650445300787,0.0,1.004430293489661,0.0,0.0,0.0,1.2884984208561547,3.067094355573025,0.0,0.0,3.062946510576017,3.592863336408006,0.0,4.988198393401371,0.0,5.017944367522769,0.0,3.059331959935768,0.0,7.202732837303743,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Scatavimonas;Scatavimonas merdipullorum
GPB:bin_000086,4.985529610121742,0.0,1.7406887690408968,5.375377129252934,0.0,0.0,2.663227995862529,4.275273999867822,0.0,5.654933073486219,3.2385239741239,3.0271625279148653,1.7516164877912328,6.783992352133825,0.0,3.0200618161530435,2.5687055340980174,3.825393190386681,0.0,5.712061527206331,5.306168243834138,2.017247659608477,1.7047241250524483,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;unclassified_Acutalibacteraceae;unclassified_Acutalibacteraceae
GPB:bin_000082,5.750882052319162,0.0,3.8925768225892847,2.8138732960197643,0.0,0.0,3.607207959377767,6.733403615116368,0.0,0.0,3.40536418990566,3.1873790679624383,0.0,5.945039463471692,0.0,3.1723138056560662,3.3600146758201515,1.6435996206696764,0.0,5.850087317030511,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAJFUH01;CAJFUH01 sp904420155
GPB:bin_000016,19.12831374840092,173.42789643788564,7.086634981453181,9.365617546250542,124.08895539386484,123.69422101942428,89.55581407375877,10.790940673482226,0.0,0.0,22.096770802017048,30.57880735462187,0.0,7.771804517046762,0.0,3.168573443638643,10.056328110747833,4.1890178512060405,0.0,0.0,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Fournierella;Fournierella sp002161595
GPB:bin_000040,0.0,0.0,7.984627102542819,0.0,0.0,0.0,1.2459972756179043,62.43954925903927,0.0,0.0,1.2856263549304008,2.812189080361777,0.0,79.88238688848958,0.0,0.0,3.968458812926387,0.0,0.0,0.8451393013665006,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Scybalenecus;Scybalenecus merdavium
GPB:bin_000132,0.0,0.0,0.0,0.0,0.0,0.0,14.24378242598,0.0,0.0,0.0,32.29826337182497,26.059756543489897,0.0,0.0,0.0,35.962895934795625,32.00719134706596,0.0,0.0,55.1715297908309,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Eubacterium_R;Eubacterium_R faecavium
GPB:bin_000215,3.739196267862096,0.0,1.84356348610771,0.0,0.0,14.016655276379929,1.7358772352103244,0.0,0.0,0.0,8.230200733478624,2.966360795996269,0.0,0.0,0.0,5.231208860082769,4.532985104264237,0.0,0.0,7.504926073179348,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruthenibacterium;Ruthenibacterium lactatiformans
D300418:bin_000001,127.43638318827765,0.0,35.40540223647096,122.7311176324764,0.0,0.0,23.79994036970781,49.14273079938092,0.0,92.80039597194026,27.945669433780225,26.104081660000134,0.0,28.03553362411476,0.0,83.37696729713976,83.03216685761761,34.88573094008161,0.0,17.836743650043886,44.42440017956088,36.62924698331022,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faeciplasma;Faeciplasma gallinarum
GPB:bin_000065,0.0,0.0,0.0,0.0,0.0,0.0,13.159599479895846,0.0,0.0,0.0,16.14863539169097,8.585110522132693,0.0,0.0,0.0,7.117379260348044,0.0,0.0,0.0,8.482103960972236,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecivivens;Faecivivens stercoravium
TG3_35:bin_000005,65.1332839187315,0.0,29.38154283317761,167.9350444155515,0.0,0.0,25.28617219995027,56.4300242488382,64.28238954379798,113.32820555209638,44.95090270856609,24.9499304514322,23.25490007432516,58.10279772918675,0.0,49.74741640451859,52.73106012614274,99.53599282359056,132.913055143579,42.631256406903496,67.82916324231154,22.90544646928379,39.85102446090544,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Merdivicinus;Merdivicinus excrementipullorum
D300475:bin_000015,2.2829420802098896,0.0,1.7457747653266926,2.684620059619363,0.0,0.0,1.9683209409336448,5.001092328911134,12.528429697356463,34.44645282026146,1.7990733198536737,1.5780477877424983,3.1572360581068293,0.0,0.0,7.387742295533009,0.0,3.233952522468775,7.121097458548526,0.0,11.480858393115744,5.913934619426018,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Egerieicola;Egerieicola faecale
D300519:bin_000006,113.1061319048737,23.478257707058823,46.89523394649822,133.1918451399331,67.31032749317377,24.346805827255363,21.362804472718736,114.73521273943314,61.10283608126735,114.40092263664272,43.89759428314422,56.83162083319358,33.13102838505856,223.84792659316665,0.0,55.39008189854957,90.23056621813132,138.26632646999752,61.26516226354708,126.97829225744115,111.732602670199,11.89690893287002,41.17920656966428,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger avicola
GPB:bin_000130,33.02405636683191,0.0,9.702089479436914,37.95095199578457,0.0,0.0,26.10641051888497,27.89925480416934,29.1420682680378,35.95897115764343,48.56644056836704,24.08058765420497,25.44920395722368,36.06922344575599,0.0,19.130086512526024,28.32074186197152,21.3759105183256,52.67402353167558,23.94314987039343,25.398748572202106,13.477293398623273,24.45973022590812,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus;Negativibacillus faecipullorum
GPB:bin_000198,4.2502588010652,0.0,1.1438915632681728,0.0,0.0,0.0,2.3870283053377035,2.7077404380779586,0.0,0.0,1.3170733714737213,0.9530143465410278,0.0,2.133256942818682,0.0,2.242447215556596,1.5188558981037106,0.0,0.0,1.2290078499941473,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Avimicrobium;Avimicrobium caecorum
GPB:bin_000033,8.479640766762875,23.97161723951565,2.919733104883686,9.243284500304728,7.52984027689937,5.263445373319687,4.44344146361096,5.430456056023826,6.432390786886376,9.048330899348,10.979022687809758,9.081534675666662,8.241177282292469,8.067525844324598,4.219121925416556,2.8606993778963465,5.045119763577613,6.954466267263088,11.118349182985868,3.1302536711015025,5.45602727596794,1.8966255763945583,2.472301438542829,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus;Anaerotruncus colihominis
GPB:bin_000168,0.0,0.0,0.0,0.0,0.0,0.0,1.587594508248398,0.0,0.0,0.0,3.2807165098989697,3.718364905256789,0.0,0.0,0.0,2.9016201806024244,0.0,0.0,0.0,4.763400945476947,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Angelakisella;Angelakisella sp904420255
GPB:bin_000071,15.73730198030278,0.0,2.671652340261642,0.0,0.0,0.0,14.466918066506684,6.413499832823339,0.0,0.0,13.280968947464205,5.187290764653352,0.0,6.855883137165276,0.0,5.223159681221617,5.243421915802215,0.0,0.0,8.3731171464002,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Ruminococcaceae;Pararuminococcus;Pararuminococcus gallinarum
GPB:bin_000149,0.0,0.0,3.749663724232712,0.0,0.0,0.0,1.7324625260330342,0.0,0.0,0.0,3.173725351112204,1.2914122977685396,0.0,0.0,0.0,1.607473735225277,0.0,0.0,0.0,4.536397884510559,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;UBA1381;UBA1381;Ornithomonoglobus_A;unclassified_Ornithomonoglobus_A
GPB:bin_000093,4.543779732345254,0.0,7.282628673694711,17.72524530128633,0.0,0.0,3.676952163336874,14.420419352806716,0.0,17.47560793558614,6.115123123081663,3.1029501734863203,0.0,6.921633886481874,0.0,5.2411766177890575,4.8640455749986415,9.755962864176736,9.416583756226911,7.7431159886131535,7.500338688786856,3.962486225936917,0.0,Bacteria;Bacillota_A;Clostridia;Monoglobales;Monoglobaceae;Roslinia;Roslinia sp019419865
GPB:bin_000073,54.33779297051769,0.0,66.44693934977536,0.0,0.0,0.0,5.753189771448851,0.9231564160467952,0.0,0.0,16.95604667452511,7.562066224816836,0.0,0.0,0.0,107.39970478741348,73.37645419076263,0.0,0.0,4.701433223647944,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;CAG-269;unclassified_CAG-269
GPB:bin_000195,9.8601565609659,0.0,0.8006103224094467,0.0,0.0,0.0,0.6056521162266154,1.1783468223431075,0.0,0.0,0.6252355048427757,0.944938304365132,0.0,5.67002786254478,0.0,0.0,2.213718986334085,0.0,0.0,1.818866923178984,0.0,0.0,0.0,Bacteria;Bacillota_A;Clostridia;TANB77;CAG-508;unclassified_CAG-508;unclassified_CAG-508
