genome	D300529	D300480	D300517	D300428	D300509	D300516	D300510	D300483	D300466	D300421	D300454	D300525	D300468	D300451	D300498	D300476	D300487	D300459	D300420	D300430	D300462	D300512	D300484	D300495	D300478	D300458	D300427	D300490	D300496	D300467	D300418	D300519	D300504	D300527	D300439	D300475	D300506	D300473	D300486	D300528	D300449	D300492	D300446	D300419	D300453	D300465	D300422	D300437	D300523	D300426	D300440	D300485	D300447	D300461	D300456	D300425	D300424	D300450	D300481	D300494	D300423	D300441	D300435	D300457	D300432	D300444	D300482	D300501	D300521	D300514	D300443	D300526	D300474	D300511	D300489	D300491	D300488	D300508	D300502	D300438	D300448	D300518	D300500	D300522	D300429	D300472	D300471	D300431	D300463	D300452	D300470	D300433	D300479	D300436	D300445	D300442	D300507	D300434	D300460	D300513	D300455	D300524	D300469	D300520	D300505	D300493	D300499	D300503	D300464	D300515	D300497	classification
D300444:bin_000010	11.4850266336315	16.5143836618711	12.0845647505544	43.0396890512574	29.982111880013	35.9141764210753	10.9658302826704	8.61570464997317	16.9134191229349	21.4768126690788	6.60214207188266	1.49816522481937	1.22323035496083	8.2168567937335	0	18.118592513567	21.3463804150569	30.0119879482661	30.895606670227	9.53740715124576	36.4495067869172	7.37891984646421	6.28640315276161	15.8286880294364	17.9713227265735	17.0281394729305	16.5098342448843	11.6469764981183	13.2057380811528	57.8627214205938	16.5544372918368	17.3504914621045	10.6731198557194	12.7398215002633	38.2219033635044	29.040898477024	21.5011074938122	26.4374125292507	11.8403970718639	18.9815747048663	28.5586133752234	61.9814446321882	33.1942816798886	32.5233599273594	25.2525473608379	33.0357087022374	11.9582129014587	15.2445335080977	25.1707516574886	36.0401999617286	25.4787987788177	16.0153079283049	18.9748678324014	25.2422290955071	20.6424402134693	11.4056697929968	16.8679718542736	17.5833090489311	36.7602741781971	47.3567574632326	37.6080603787366	44.7236299532364	41.5556879906648	32.6933298980805	76.9666613720416	60.3440297266097	38.6371666418611	33.8068583320931	9.63632179480285	6.1863159790533	7.64522489440975	6.34648359771022	13.9623014359273	12.212792647892	14.6251092798101	16.6255395202069	6.88519085038765	6.35267455690867	13.7664419994672	38.2914578520748	26.3304777794593	18.2849041902163	9.99253645474409	10.1226404003237	28.0499228944172	14.4238093034483	26.3542566909261	46.5481337697438	43.2447411241031	59.3867761111521	36.5469205918807	14.7217257642708	29.4136692627005	46.9274238230611	13.7744621057016	49.2265209435772	24.263400925267	29.0164629486726	46.1453931134021	31.4851079290554	35.478276612057	15.7477834490021	31.7033392408008	29.8946880319378	11.4597937847772	12.173489437223	11.8449933900567	13.3166594334584	21.8486923318404	10.6575486553112	21.0359413322194	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster excrementigallinarum
D300452:bin_000016	20.4376928687286	67.0696510259331	3.72653450800948	4.97179228765816	10.1527920462774	10.4027935101767	27.1028262364581	59.1037618307459	50.2978547044192	81.0926674261593	99.8989584194052	108.157757592595	98.016969520316	95.5121728103808	60.6720533822254	46.6534612108984	34.4583670301257	44.3433956347174	52.086576954582	35.7978673915462	129.857103912775	29.7302977050614	16.8855575601939	26.3164846118162	46.6266881198394	26.3885409869023	29.8136423700594	24.696240901866	13.6371000220561	47.8102669436581	40.3416805953971	33.1167846786351	44.5626552139863	15.2688597395821	64.8455000712431	52.0796478313796	73.0784370240294	28.5159119344225	36.7550948574195	24.2979627076541	114.514073276942	41.2281203988833	89.1203982326507	52.0937012643535	51.8134133511517	46.3265887698757	32.1049700356085	28.7013717061453	96.427109852953	109.669965536558	116.929604662617	105.586727573551	113.088170327608	115.627027093848	145.056119391721	74.8001126877126	101.874962182602	103.836587201877	110.77416848895	46.4192047969051	40.8352098353211	79.4901206318059	87.4527892486033	63.7927938419939	0	0	0	32.5611210475533	17.7808132903836	10.1986608900117	33.7131121782756	31.8025609779107	42.2794928532438	20.9714630729783	30.7873631010201	22.8626582719092	26.989292715442	23.7936982064306	39.6333485361983	42.894590794611	32.7624885246563	23.3377749121498	12.1697849889817	70.6429640772132	50.5463597379555	48.9723752448778	18.6763618004269	61.9364394456441	81.2860322539299	48.9667798965641	226.536329750792	127.11411452637	58.3026836201383	146.779258954672	118.138557740416	151.867187250934	51.6439588780936	64.5488164862384	71.6966462393078	50.334256999553	50.337867951081	54.8353568758698	72.3385823339239	75.5993691570087	40.5168930722431	10.4380572169909	50.1801572032627	17.8270074450664	22.3446331175654	13.5547963520931	13.9672906347532	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp904392525
D300458:bin_000001	1.51934240644572	6.47455362690017	20.0159325441855	73.1996943909024	126.855733199972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.469425226922	109.584583171167	199.516760748948	160.869224773643	134.995733179433	72.2000722946252	49.5235383700643	122.316421457127	242.9911182356	283.853241910755	256.161499415173	112.112558829238	120.42869993931	256.220495526257	494.517880083344	67.1604488839004	126.324537144958	22.6894730194199	35.3817238365854	0	0	0	0	380.765367999154	150.899575166385	348.403613498967	277.707094834323	313.251789651394	198.403382443702	48.086836730188	136.424193848179	150.278113521046	124.372813318642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma stercorigallinarum
D300462:bin_000001	40.0184583453837	68.9157104336435	76.6445046018271	207.232513482248	84.343739898947	201.438124138752	56.6737125942056	95.9979096136507	178.314421326619	69.7850389581668	113.076770129804	77.8648181385142	236.218708000885	178.39241208894	152.300913560504	107.676959816948	249.678680185774	345.879993110019	257.052714737755	19.7661659379732	190.276779486569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes excrementavium
D300472:bin_000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1294965858418	7.46245106576253	2.44292393643143	1.58502333834929	7.35912903594403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.91097040322636	8.1573360432158	5.63231327081834	8.93937043947593	8.73380097193273	131.592935918133	73.0478691376076	19.4401769208423	31.2753581346801	4.03863946611399	13.434066790197	98.5606197100966	27.1785832362917	51.5030498714609	22.3641420080616	61.4477012146831	16.586543886162	77.7672626951415	14.1389992037273	34.1904041075208	25.7538890383368	76.322043788195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01888989621948	3.21727499922092	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia sp904373255
D300474:bin_000012	1.37483526622082	8.7054675396289	1.51884460801804	3.30534294220465	3.35108885642237	0	3.09818216838977	0	0	6.22495553316562	0	0	0	0	0	0	0	0	0	0	0	1.86660384406127	0	1.84789416642618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02450750410225	0	2.67011678249724	2.4939548847641	3.23416591120143	0	0	0	3.42793396670915	3.19173055656526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.07239825964886	17.0431118457507	19.8902432458733	5.9683370056022	47.7214154080131	6.2212436936348	12.1596853430158	8.2580403961837	6.87974409040035	19.4955342557645	4.28667305816453	5.66627352378303	4.67651652888831	4.56972590238665	1.6897397064169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter norwichensis
D300475:bin_000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5780477877425	7.38774229553301	1.79907331985367	1.96832094093364	1.74577476532669	0	0	5.00109232891113	2.28294208020989	11.4808583931157	3.23395252246877	5.91393461942602	2.68462005961936	34.4464528202615	7.12109745854853	12.5284296973565	3.15723605810683	0	0	0	0	0	0	0	1.88795493218183	3.67866471280873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Egerieicola;s__Egerieicola faecale
D300479:bin_000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88322952648735	5.20350586877243	1.68401872281796	2.25151102161486	2.9984105890706	7.06446047299263	3.33158448360106	4.74212876030581	10.6002433286703	5.21524495824128	0	1.03798264777222	9.85952222935606	4.40486163063161	0.76211404525419	2.10824779158379	0	0	0	0	0	0	2.38025485151339	1.21793053239345	1.71684183481968	0.778100831570325	2.05395450279035	4.65941451806147	1.35308452298879	0.917811442420024	1.92961283144264	7.94164848738228	1.14834553494979	1.32211495142952	3.35838358916482	1.56933090794134	1.82133517726283	5.5213108238009	2.80834546286766	2.2887362921674	0.902288041214502	2.67334593397586	8.98550067988893	26.7187082470708	20.285532756436	6.4246028660884	4.81271775882247	1.31184324814427	0	0	2.74239031545714	0	1.75653849262883	1.23160039315652	6.53550636922835	1.75816034051597	1.56075828339501	3.02358784674722	2.80981284905127	0	1.22256438349958	0	0	0	0	6.52994574790099	3.09139653460019	0	1.48553543377223	0.790071613594484	37.9144014428783	15.4299518748819	3.47793694770287	6.52407620316657	1.49418528917033	1.25747272849906	0	0.776710676238487	0	0	4.71061857278416	1.07119191403279	0	2.08716376905092	1.29029584050079	0	3.58621460188268	0.925457296745132	0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus
D300479:bin_000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85397316319802	0	0.899878700811921	0	0	0	8.13472330803074	1.38923599812189	1.26017331886817	1.97432872251538	2.77752836748221	2.14310959418816	1.61313336791399	0	10.9444637300558	0	0	5.34278315582628	4.05747499812704	21.699172294602	7.30879078835322	0	8.42325924799079	6.31227592391264	10.3215829629829	7.36472223858481	4.87298470921079	9.98908250117668	1.29199934346314	3.59985794097917	2.37747266479047	3.43781114728672	1.95541325506743	1.28775301403605	2.03416336444258	4.65865230368375	2.13920640249255	1.06870246470114	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__Ornithomonoglobus;s__Ornithomonoglobus merdipullorum
D300481:bin_000002	7.98416073518916	41.0560311959228	10.8609922857466	27.0632628424594	52.6221751062989	59.0307634745252	16.2604273917337	14.4706812957994	35.8765143314574	28.6759457772241	45.167627926397	49.3928439980181	61.4673518508853	54.6432267960668	52.9188563031367	66.0332734367639	200.677937208241	174.093553199609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.4147578730324	38.3143736176737	25.3928806002219	32.2627584098647	32.6672635989049	117.606185365761	36.3911819868354	46.5897252191218	49.7327869663619	88.8727436266413	51.8838273162247	28.0229014566999	29.8716686063575	17.2820864069582	114.732912362801	91.2383643966296	120.475747311941	110.996132367126	56.8747919944202	108.648812699067	50.2730253280472	124.627657303055	137.515191609148	0	8.02421981385746	2.61258397325057	4.6695261573583	11.9812739058144	7.6308477951578	3.29618096671843	35.7054498648091	4.00295935596389	17.1077175746837	20.9491188697239	5.58214110691843	11.2827818488315	8.85610656934999	6.92569617052831	5.06457577706818	0	14.9195158206248	2.40822166836912	4.61996067296541	92.598542961159	54.3790300551541	5.2414864290551	96.1256736669511	87.3675288293192	117.584783243782	58.0034616195391	262.194295343183	13.7438225308255	10.7464070531091	29.3356496653948	12.3299098975748	21.0450979820663	8.9907721777159	5.08282604260361	8.00322438303257	5.12496941343613	1.79655817276376	2.71400257977755	9.82118467777521	6.6359795597026	5.61406636250687	8.65840383211518	12.0793881467152	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Merdivicinus;s__Merdivicinus intestinigallinarum
D300482:bin_000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92034556567315	4.79403131276769	3.86014253894613	3.17713717747469	3.37231368159868	5.25942453879566	5.15605877446001	4.4561929686102	3.88527584136615	7.72527576942825	6.65672824650479	6.59643529740775	4.99694114071322	6.13185137270994	8.45063456717816	14.5748425384366	0	14.196718972511	72.8593305399449	2.34931183908931	2.2901878808025	0	85.850370375255	9.3173962917813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter sp900761655
D300491:bin_000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.5983511315222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.460878194705	8.34054720729372	39.1954314313099	0.640859739086822	59.7666631564105	0	35.7143877072018	65.8465756260899	0	37.6713257880674	0	0	0	0	24.8890253327455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp944392105
D300492:bin_000003	2.26979967264071	3.0808689648974	19.2086977319195	65.7718474024339	27.3012945078497	48.3175258465754	52.6681109402366	15.781875683695	50.8451956087891	84.8630559023146	5.79868398789609	50.9900100222492	48.6518521556884	38.8991601276743	0	5.65599587166575	22.1202772450306	140.749973685187	42.7560371007198	7.11368572361816	12.6053685838227	1.76147891361593	1.33793860158408	0	3.35312549104648	3.39537999344316	0	8.81110427814019	13.9209132039439	8.92008832125969	4.05584410531595	36.5151285293895	3.77621339941242	0	6.15110644364574	0	0	12.831615657148	13.2043057971307	116.370030609632	48.1164776574418	362.502642791415	32.6736785213518	83.205810793326	37.2781073119592	44.1917401345087	13.7482759650298	10.4231542609036	8.55594861056278	42.6924743856584	27.9295022383425	30.1360106381214	25.5042566660926	51.5674580614262	34.4492724293444	10.2761230694805	8.68976961494115	34.4580038200966	89.6204876127352	54.1923493714454	21.9132573275068	39.9157564053573	28.8204207776336	28.0744976132691	118.406480471393	44.606141892489	70.1569961361711	41.6219968313647	35.0354970996401	48.9308042560931	36.7956640426249	61.0601537026375	71.1262257500325	31.7798193582322	59.3785692764226	59.5313459944029	78.3844544449113	32.4498291874559	48.4426154602016	30.383384962645	71.1008911447411	45.090394776487	29.0284359832225	21.9736984572733	124.757549335374	8.86932862994376	8.59490056619827	44.6805622955324	96.0106893938183	52.5130722039267	6.16576432242146	4.66007444151521	70.0091053777827	20.3866211568686	39.2848794932355	18.2656622903147	13.5227979779366	17.4651340034739	8.71854248809349	26.0147037223472	22.2199870129988	22.742106083834	38.9435409273008	29.1768243856434	3.33882953520349	18.7992271738976	7.94099630748128	6.47805857300423	5.68237100538873	1.57811970781962	15.4808915247602	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__Lachnoclostridium_A stercorigallinarum
D300493:bin_000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.754763471933	76.5389311520176	54.3326490213686	31.8215095807753	59.5666812664094	120.23600198687	107.311755076673	77.992233589359	34.1535615623845	76.0269940271555	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus stercoravium
